港澳台,#genre#
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws

湖南卫视,http://221.7.175.154:8445/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
深圳卫视,http://221.7.175.154:8445/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
河南卫视,http://221.7.175.154:8445/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
河北卫视,http://221.7.175.154:8445/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
黑龙江卫视,http://221.7.175.154:8445/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
山西卫视,http://221.7.175.154:8445/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
重温经典,http://221.7.175.154:8445/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
江西卫视,http://221.7.175.154:8445/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
吉林卫视,http://221.7.175.154:8445/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
湖北卫视,http://221.7.175.154:8445/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
四川卫视,http://221.7.175.154:8445/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
贵州卫视,http://221.7.175.154:8445/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
重庆卫视,http://221.7.175.154:8445/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
安徽卫视,http://221.7.175.154:8445/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
天津卫视,http://221.7.175.154:8445/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
广东卫视,http://221.7.175.154:8445/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
广西卫视,http://221.7.175.154:8445/tsfile/live/0113_2.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
辽宁卫视,http://221.7.175.154:8445/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
兵团卫视,http://221.7.175.154:8445/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
卡酷卡通,http://221.7.175.154:8445/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
金鹰卡通,http://221.7.175.154:8445/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通
西藏卫视,http://221.7.175.154:8445/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$广西北海联通

北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
江苏卫视,http://38.75.136.137:98/gslb/dsdqpub/jswshd.m3u8?auth=testpub
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
重庆卫视,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
河北卫视,http://38.75.136.137:98/gslb/dsdqpub/hewshd.m3u8?auth=testpub
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
山西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
内蒙古卫视,http://38.75.136.137:98/gslb/dsdqpub/nmgws.m3u8?auth=testpub
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
宁夏卫视,http://38.75.136.137:98/gslb/dsdqpub/nxws.m3u8?auth=testpub
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
西藏卫视,http://38.75.136.137:98/gslb/dsdqpub/xzws.m3u8?auth=testpub
厦门卫视,http://38.75.136.137:98/gslb/dsdqpub/xmws.m3u8?auth=testpub
青海卫视,http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub
兵团卫视,http://38.75.136.137:98/gslb/dsdqpub/btws.m3u8?auth=testpub
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
大湾区卫视,http://38.75.136.137:98/gslb/dsdqpub/nfws.m3u8?auth=testpub
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws

北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
浙江卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009

组播频道,#genre#
CCTV1综合,http://182.85.163.154:5678/608807420
CCTV2财经,http://182.85.163.154:5678/631780532
CCTV3综艺,http://182.85.163.154:5678/624878271
CCTV4中文国际,http://182.85.163.154:5678/631780421
CCTV5体育,http://182.85.163.154:5678/641886683
CCTV5+体育赛事,http://182.85.163.154:5678/641886773
CCTV6电影,http://182.85.163.154:5678/624878396
CCTV7国防军事,http://182.85.163.154:5678/673168121
CCTV8电视剧,http://182.85.163.154:5678/624878356
CCTV9纪录,http://182.85.163.154:5678/673168140
CCTV10科教,http://182.85.163.154:5678/624878405
CCTV11戏曲,http://182.85.163.154:5678/667987558
CCTV12社会与法,http://182.85.163.154:5678/673168185
CCTV13新闻,http://182.85.163.154:5678/608807423
CCTV14少儿,http://182.85.163.154:5678/624878440
CCTV15音乐,http://182.85.163.154:5678/673168223
CCTV17农业农村,http://182.85.163.154:5678/673168256
CCTV4欧洲,http://182.85.163.154:5678/608807419
CCTV4美洲,http://182.85.163.154:5678/608807416
CGTN外语纪录,http://182.85.163.154:5678/609006487
CGTN阿拉伯语,http://182.85.163.154:5678/609154345
CGTN西班牙语,http://182.85.163.154:5678/609006450
CGTN法语,http://182.85.163.154:5678/609006476
CGTN俄语,http://182.85.163.154:5678/609006446
老故事,http://182.85.163.154:5678/884121956
发现之旅,http://182.85.163.154:5678/624878970
中学生,http://182.85.163.154:5678/708869532
CGTN,http://182.85.163.154:5678/609017205
东方卫视,http://182.85.163.154:5678/651632648
江苏卫视,http://182.85.163.154:5678/623899368
广东卫视,http://182.85.163.154:5678/608831231
北京卫视,http://182.85.163.154:5678/630287636
辽宁卫视,http://182.85.163.154:5678/630291707
河北卫视,http://182.85.163.154:5678/962042070
江西卫视,http://182.85.163.154:5678/783847495
河南卫视,http://182.85.163.154:5678/790187291
陕西卫视,http://182.85.163.154:5678/738910838
大湾区卫视,http://182.85.163.154:5678/608917627
湖北卫视,http://182.85.163.154:5678/947472496
吉林卫视,http://182.85.163.154:5678/947472500
青海卫视,http://182.85.163.154:5678/947472506
东南卫视,http://182.85.163.154:5678/849116810
海南卫视,http://182.85.163.154:5678/947472502
海峡卫视,http://182.85.163.154:5678/849119120
中国农林卫视,http://182.85.163.154:5678/956904896
兵团卫视,http://182.85.163.154:5678/956923145
宁夏卫视,http://182.85.163.154:5678/738910535
重庆卫视,http://182.85.163.154:5678/738910914
三沙卫视,http://182.85.163.154:5678/961023778
黑龙江卫视,http://182.85.163.154:5678/738906901
上海新闻综合,http://182.85.163.154:5678/651632657
上视东方影视,http://182.85.163.154:5678/617290047
上海第一财经,http://182.85.163.154:5678/608780988
南京新闻综合频道,http://182.85.163.154:5678/838109047
南京教科频道,http://182.85.163.154:5678/838153729
南京十八频道,http://182.85.163.154:5678/838151753
体育休闲频道,http://182.85.163.154:5678/626064707
江苏城市频道,http://182.85.163.154:5678/626064714
江苏国际,http://182.85.163.154:5678/626064674
江苏教育,http://182.85.163.154:5678/628008321
江苏影视频道,http://182.85.163.154:5678/626064697
江苏综艺频道,http://182.85.163.154:5678/626065193
公共新闻频道,http://182.85.163.154:5678/626064693
盐城新闻综合,http://182.85.163.154:5678/639731825
淮安新闻综合,http://182.85.163.154:5678/639731826
泰州新闻综合,http://182.85.163.154:5678/639731818
连云港新闻综合,http://182.85.163.154:5678/639731715
宿迁新闻综合,http://182.85.163.154:5678/639731832
徐州新闻综合,http://182.85.163.154:5678/639731747
优漫卡通频道,http://182.85.163.154:5678/626064703
江阴新闻综合,http://182.85.163.154:5678/955227979
南通新闻综合,http://182.85.163.154:5678/955227985
宜兴新闻综合,http://182.85.163.154:5678/955227996
溧水新闻综合,http://182.85.163.154:5678/639737327
陕西银龄频道,http://182.85.163.154:5678/956909362
陕西都市青春频道,http://182.85.163.154:5678/956909358
陕西秦腔频道,http://182.85.163.154:5678/956909303
陕西新闻资讯频道,http://182.85.163.154:5678/956909289
财富天下,http://182.85.163.154:5678/956923159
镇江新闻综合,http://182.85.163.154:5678/639731783
海南广播电视总台新闻频道,http://182.85.163.154:5678/962067517

内网频道,#genre#
CCTV1,http://123.175.209.190:9003/hls/1/index.m3u8
CCTV2,http://123.175.209.190:9003/hls/2/index.m3u8
CCTV3,http://123.175.209.190:9003/hls/3/index.m3u8
CCTV4,http://123.175.209.190:9003/hls/4/index.m3u8
CCTV5,http://123.175.209.190:9003/hls/5/index.m3u8
CCTV5+,http://123.175.209.190:9003/hls/6/index.m3u8
CCTV6,http://123.175.209.190:9003/hls/7/index.m3u8
CCTV7,http://123.175.209.190:9003/hls/8/index.m3u8
CCTV8,http://123.175.209.190:9003/hls/9/index.m3u8
CCTV9,http://123.175.209.190:9003/hls/10/index.m3u8
CCTV10,http://123.175.209.190:9003/hls/11/index.m3u8
CCTV11,http://123.175.209.190:9003/hls/12/index.m3u8
CCTV12,http://123.175.209.190:9003/hls/13/index.m3u8
CCTV13,http://123.175.209.190:9003/hls/14/index.m3u8
CCTV14,http://123.175.209.190:9003/hls/15/index.m3u8
CCTV15,http://123.175.209.190:9003/hls/16/index.m3u8
CCTV16,http://123.175.209.190:9003/hls/17/index.m3u8
CCTV17,http://123.175.209.190:9003/hls/18/index.m3u8
北京卫视,http://123.175.209.190:9003/hls/20/index.m3u8
安徽卫视,http://123.175.209.190:9003/hls/21/index.m3u8
东方卫视,http://123.175.209.190:9003/hls/23/index.m3u8
福建卫视,http://123.175.209.190:9003/hls/24/index.m3u8
甘肃卫视,http://123.175.209.190:9003/hls/25/index.m3u8
广东卫视,http://123.175.209.190:9003/hls/26/index.m3u8
广西卫视,http://123.175.209.190:9003/hls/27/index.m3u8
海南卫视,http://123.175.209.190:9003/hls/28/index.m3u8
河北卫视,http://123.175.209.190:9003/hls/29/index.m3u8
河南卫视,http://123.175.209.190:9003/hls/30/index.m3u8
黑龙江卫视,http://123.175.209.190:9003/hls/31/index.m3u8
湖北卫视,http://123.175.209.190:9003/hls/32/index.m3u8
湖南卫视,http://123.175.209.190:9003/hls/33/index.m3u8
吉林卫视,http://123.175.209.190:9003/hls/34/index.m3u8
江苏卫视,http://123.175.209.190:9003/hls/35/index.m3u8
江西卫视,http://123.175.209.190:9003/hls/36/index.m3u8
辽宁卫视,http://123.175.209.190:9003/hls/37/index.m3u8
内蒙卫视,http://123.175.209.190:9003/hls/38/index.m3u8
宁夏卫视,http://123.175.209.190:9003/hls/39/index.m3u8
青海卫视,http://123.175.209.190:9003/hls/40/index.m3u8
山东卫视,http://123.175.209.190:9003/hls/41/index.m3u8
陕西卫视,http://123.175.209.190:9003/hls/42/index.m3u8
深圳卫视,http://123.175.209.190:9003/hls/43/index.m3u8

限时华数台☘️☘️💝,#genre#
华数星影,http://192.144.185.155:6000/rtp/225.1.8.254:4120$北京市电信
华数动作影院,http://192.144.185.155:6000/rtp/225.1.8.252:4120$北京市电信
华数喜剧影院,http://192.144.185.155:6000/rtp/225.1.8.251:4120$北京市电信
华数家庭影院,http://192.144.185.155:6000/rtp/225.1.8.253:4120$北京市电信
华数经典电影,http://192.144.185.155:6000/rtp/225.1.8.203:9024$北京市电信
华数热播剧场,http://192.144.185.155:6000/rtp/225.1.8.202:9020$北京市电信
华数热播剧场,http://113.102.83.19:4022/rtp/239.77.0.106:5146$广东电信
华数热播剧场,http://183.44.113.165:2222/rtp/239.77.0.106:5146$广东电信
华数军旅剧场,http://192.144.185.155:6000/rtp/225.1.8.228:4120$北京市电信
华数城市剧场,http://192.144.185.155:6000/rtp/225.1.8.227:4120$北京市电信
华数古装剧场,http://192.144.185.155:6000/rtp/225.1.8.229:4120$北京市电信
华数魅力时尚,http://192.144.185.155:6000/rtp/225.1.8.204:9012$北京市电信
华数少儿动画,http://192.144.185.155:6000/rtp/225.1.8.207:9000$北京市电信
华数少儿动画,http://113.102.83.19:4022/rtp/239.77.0.109:5146$广东电信
华数少儿动画,http://183.44.113.165:2222/rtp/239.77.0.109:5146$广东电信
华数动画,http://192.144.185.155:6000/rtp/225.1.8.240:4120$北京市电信
华数剧场1,http://yuwentao114.x3322.net:4022/udp/239.252.220.145:5140$【yuwen】
华数剧场2,http://yuwentao114.x3322.net:4022/udp/239.252.220.142:5140$【yuwen】
华数剧场3,http://yuwentao114.x3322.net:4022/udp/239.252.220.139:5140$【yuwen】
华数剧场4,http://yuwentao114.x3322.net:4022/udp/239.252.220.138:5140$【yuwen】
华数剧场5,http://yuwentao114.x3322.net:4022/udp/239.252.220.137:5140$【yuwen】
华数剧场6,http://yuwentao114.x3322.net:4022/udp/239.252.220.200:5140$【yuwen】
华数剧场7,http://yuwentao114.x3322.net:4022/udp/239.252.220.210:5140$【yuwen】
华数4K,http://yuwentao114.x3322.net:4022/udp/239.252.220.212:5140$【yuwen】
老电影,http://yuwentao114.x3322.net:4022/udp/239.252.220.204:5140$【yuwen】
CCTV6环球经典,https://www.9kds.com/d/1905.php?t=1&id=LIVE8J4LTCXPI7QJ5_261&kl=www.9kds.com
CCTV6流金岁月,https://www.9kds.com/d/1905.php?t=1&id=LIVEOYY31H24H48NE&kl=www.9kds.com
